game_title,release_year,represent_me_url,representation_tags,review_reason
Dragonward,2018,https://representme.charity/projects/queer/database/title/dragonward,Nonbinary / non-conforming,no_explicit_named_character_pattern
Drakengard franchise,2003 – 2017,https://representme.charity/projects/queer/database/title/drakengard,Bisexual / plurisexual; Gay; Intersex; Lesbian,aggregate_page_requires_game_version
DRAMAtical Murder,2012,https://representme.charity/projects/queer/database/title/dramatical-murder,Gay,no_explicit_named_character_pattern
Dream Askew,2013,https://representme.charity/projects/queer/database/title/dream-askew,Other,no_explicit_named_character_pattern
Dream Boyfriend: Astral Days,2016,https://representme.charity/projects/queer/database/title/dream-boyfriend,Gay; Nonbinary / non-conforming; Playersexual,no_explicit_named_character_pattern
Dream Daddy: A Dad Dating Simulator,2017,https://representme.charity/projects/queer/database/title/dream-daddy,Bisexual / plurisexual; Gay; Polyamory; Trans man,no_explicit_named_character_pattern
Dream of Mirror Online,2015,https://representme.charity/projects/queer/database/title/dream-of-mirror-online,Playersexual,no_explicit_named_character_pattern
Dream Quest: Knight and Princess,2017,https://representme.charity/projects/queer/database/title/dream-quest-knight-and-princess,Lesbian,no_explicit_named_character_pattern
Dreaming of You,2018,https://representme.charity/projects/queer/database/title/dreaming-of-you,Lesbian,no_explicit_named_character_pattern
Dreighnhart: Where Dreams Fade,2017,https://representme.charity/projects/queer/database/title/dreighnhart-where-dreams-fade,Lesbian,no_explicit_named_character_pattern
Dripping with the Waters of SHEOL,2017,https://representme.charity/projects/queer/database/title/dripping-with-the-waters-of-sheol,Gay; Nonbinary / non-conforming; Bisexual / plurisexual; Trans man; Intersex,no_explicit_named_character_pattern
Drowning Cross,2019,https://representme.charity/projects/queer/database/title/drowning-cross,Gay,no_explicit_named_character_pattern
Drusilla Dreams,2016,https://representme.charity/projects/queer/database/title/drusilla-dreams,Bisexual / plurisexual; Playersexual,no_explicit_named_character_pattern
Dungeons and Don't Do It,2018,https://representme.charity/projects/queer/database/title/dungeons-and-don-t-do-it,Bisexual / plurisexual; Cross-dressing; Lesbian,no_explicit_named_character_pattern
Dungeons and Dragons,1974 – 2017,https://representme.charity/projects/queer/database/title/dungeons-and-dragons,Gay,no_explicit_named_character_pattern
Dys4ia,2012,https://representme.charity/projects/queer/database/title/dys4ia,Trans woman,no_explicit_named_character_pattern
Earth Boys Are Easy,2018,https://representme.charity/projects/queer/database/title/earth-boys-are-easy,Gay,no_explicit_named_character_pattern
East Tower,2012,https://representme.charity/projects/queer/database/title/east-tower,Gay; Lesbian; Other,no_explicit_named_character_pattern
Ecchi Sketch,2017,https://representme.charity/projects/queer/database/title/ecchi-sketch,Lesbian,no_explicit_named_character_pattern
Echoes of the Fey,2016,https://representme.charity/projects/queer/database/title/echoes-of-the-fey,Playersexual,no_explicit_named_character_pattern
Eclipse Phase,2009,https://representme.charity/projects/queer/database/title/eclipse-phase,Asexual / aromantic; Cross-dressing; Nonbinary / non-conforming; Other; Trans man; Trans woman,no_explicit_named_character_pattern
Eddy Bear,2018,https://representme.charity/projects/queer/database/title/eddy-bear,Lesbian; Trans woman,no_explicit_named_character_pattern
Eight Sweets,2016,https://representme.charity/projects/queer/database/title/eight-sweets,Lesbian; Gay,no_explicit_named_character_pattern
Eldet,Not yet released,https://representme.charity/projects/queer/database/title/eldet,Asexual / aromantic; Gay,no_explicit_named_character_pattern
Embric of Wulfhammer's Castle,2003,https://representme.charity/projects/queer/database/title/embric-of-wulfhammers-castle,Bisexual / plurisexual; Lesbian,no_explicit_named_character_pattern
Emperor's Lesbian New Groove,2016,https://representme.charity/projects/queer/database/title/emperor-s-lesbian-new-groove,Lesbian,no_explicit_named_character_pattern
Enchanted Arms,2006,https://representme.charity/projects/queer/database/title/enchanted-arms,Gay,no_explicit_named_character_pattern
Enderal,2016,https://representme.charity/projects/queer/database/title/enderal,Bisexual / plurisexual,no_explicit_named_character_pattern
Ending the Cycle,2017,https://representme.charity/projects/queer/database/title/ending-the-cycle,Playersexual; Other,no_explicit_named_character_pattern
Endless Summer,2016,https://representme.charity/projects/queer/database/title/endless-summer,Bisexual / plurisexual; Gay,no_explicit_named_character_pattern
England Exchange,2017,https://representme.charity/projects/queer/database/title/england-exchange,Playersexual,no_explicit_named_character_pattern
Enola,2014,https://representme.charity/projects/queer/database/title/enola,Lesbian,no_explicit_named_character_pattern
Episode: Choose Your Story (portal app),2016,https://representme.charity/projects/queer/database/title/episode,,no_explicit_named_character_pattern
Erected City,2018,https://representme.charity/projects/queer/database/title/erected-city,Lesbian; Trans woman,no_explicit_named_character_pattern
Escape from Pleasure Planet,2016,https://representme.charity/projects/queer/database/title/escape-from-pleasure-planet,Gay,no_explicit_named_character_pattern
Escape from the Princess,2018,https://representme.charity/projects/queer/database/title/escape-from-the-princess,Lesbian,no_explicit_named_character_pattern
Essence Hunt,2017,https://representme.charity/projects/queer/database/title/essence-hunt,Gay,no_explicit_named_character_pattern
Eternal Hour: Golden Hour,2017,https://representme.charity/projects/queer/database/title/eternal-hour-golden-hour,Lesbian,no_explicit_named_character_pattern
Even the Ocean,2016,https://representme.charity/projects/queer/database/title/even-the-ocean,Lesbian,no_explicit_named_character_pattern
Event[0],2016,https://representme.charity/projects/queer/database/title/event-0,Nonbinary / non-conforming,no_explicit_named_character_pattern
Ever Oasis,2017,https://representme.charity/projects/queer/database/title/ever-oasis,Playersexual,no_explicit_named_character_pattern
Evil Zone,1999,https://representme.charity/projects/queer/database/title/evil-zone,Lesbian,no_explicit_named_character_pattern
Exam Period,2016,https://representme.charity/projects/queer/database/title/exam-period,Trans man,no_explicit_named_character_pattern
Expeditions: Viking,2017,https://representme.charity/projects/queer/database/title/expeditions-viking,Playersexual; Bisexual / plurisexual,no_explicit_named_character_pattern
Exstetra,2013,https://representme.charity/projects/queer/database/title/exstetra,Playersexual,no_explicit_named_character_pattern
EXTREME MEATPUNKS FOREVER,2017,https://representme.charity/projects/queer/database/title/extreme-meatpunks-forever,Gay; Lesbian; Nonbinary / non-conforming; Trans man,no_explicit_named_character_pattern
Fable series,2004 – 2014,https://representme.charity/projects/queer/database/title/fable,Playersexual; Polyamory; Bisexual / plurisexual; Gay; Lesbian,aggregate_page_requires_game_version
Façade,2005,https://representme.charity/projects/queer/database/title/facade,Playersexual,no_explicit_named_character_pattern
Fading Suns: Lords of the Known Worlds,1997,https://representme.charity/projects/queer/database/title/fading-suns-lords-of-the-known-worlds,Other,no_explicit_named_character_pattern
Fahrenheit: Indigo Prophecy,2005,https://representme.charity/projects/queer/database/title/fahrenheit-indigo-prophecy,Gay,no_explicit_named_character_pattern
Fail-Safe Initiated,2016,https://representme.charity/projects/queer/database/title/fail-safe-initiated,Other,no_explicit_named_character_pattern
Fairy Tale,2015,https://representme.charity/projects/queer/database/title/fairy-tale,Nonbinary / non-conforming,no_explicit_named_character_pattern
Fall Fling,2016,https://representme.charity/projects/queer/database/title/fall-fling,Lesbian,no_explicit_named_character_pattern
Fall of Eden,2014,https://representme.charity/projects/queer/database/title/fall-of-eden,Bisexual / plurisexual,no_explicit_named_character_pattern
Fallen London,2009,https://representme.charity/projects/queer/database/title/fallen-london,Nonbinary / non-conforming,no_explicit_named_character_pattern
Fallen Times,2017,https://representme.charity/projects/queer/database/title/fallen-times,Lesbian,no_explicit_named_character_pattern
Fallout series,1997 – 2015,https://representme.charity/projects/queer/database/title/fallout,Playersexual; Polyamory; Bisexual / plurisexual; Gay; Lesbian,aggregate_page_requires_game_version
Fap CEO: Men Stream,2019,https://representme.charity/projects/queer/database/title/fap-ceo-men-stream,Gay,no_explicit_named_character_pattern
Far Cry 3,2012,https://representme.charity/projects/queer/database/title/far-cry-3,Gay,no_explicit_named_character_pattern
Farm Life,2016,https://representme.charity/projects/queer/database/title/farm-life,Playersexual,no_explicit_named_character_pattern
FarmVille 2,2009,https://representme.charity/projects/queer/database/title/farmville-2,Playersexual,no_explicit_named_character_pattern
Fatal Hearts,2007,https://representme.charity/projects/queer/database/title/fatal-hearts,Playersexual; Lesbian,no_explicit_named_character_pattern
Fatal Twelve,2018,https://representme.charity/projects/queer/database/title/fatal-twelve,Lesbian,no_explicit_named_character_pattern
Fate/EXTELLA,2017,https://representme.charity/projects/queer/database/title/fate-extella,Playersexual,no_explicit_named_character_pattern
Fear Effect series,2001 – 2018,https://representme.charity/projects/queer/database/title/fear-effect,Lesbian,aggregate_page_requires_game_version
Fictif,2019,https://representme.charity/projects/queer/database/title/fictif,Bisexual / plurisexual; Nonbinary / non-conforming,no_explicit_named_character_pattern
Fight like a Girl,2015,https://representme.charity/projects/queer/database/title/fight-like-a-girl,Trans woman,no_explicit_named_character_pattern
Fight or Flirt!,2016,https://representme.charity/projects/queer/database/title/fight-or-flirt-,Lesbian,no_explicit_named_character_pattern
FIGHT Truck,2015,https://representme.charity/projects/queer/database/title/fight-truck,Other,no_explicit_named_character_pattern
Fighter Destiny 2,1999,https://representme.charity/projects/queer/database/title/fighter-destiny-2,Cross-dressing,no_explicit_named_character_pattern
Final Fantasy series,1987 – 2015,https://representme.charity/projects/queer/database/title/final-fantasy-series,Cross-dressing; Nonbinary / non-conforming; Gay; Lesbian,aggregate_page_requires_game_version
Final Fight series,1989 – 2006,https://representme.charity/projects/queer/database/title/final-fight,Trans woman,aggregate_page_requires_game_version
Final Theosis,2017,https://representme.charity/projects/queer/database/title/final-theosis,Playersexual,no_explicit_named_character_pattern
Find Les,2016,https://representme.charity/projects/queer/database/title/find-les,Lesbian,no_explicit_named_character_pattern
Find Your Girlfriend,2016,https://representme.charity/projects/queer/database/title/find-your-girlfriend,Lesbian,no_explicit_named_character_pattern
Fire Emblem series,1990 – 2016,https://representme.charity/projects/queer/database/title/fire-emblem,Playersexual; Gay; Lesbian,aggregate_page_requires_game_version
First Job,2017,https://representme.charity/projects/queer/database/title/first-job,Gay,no_explicit_named_character_pattern
First Kiss at Spooky Soiree,2016,https://representme.charity/projects/queer/database/title/first-kiss-at-spooky-soiree,Playersexual,no_explicit_named_character_pattern
Fishclip,2016,https://representme.charity/projects/queer/database/title/fishclip,Lesbian,no_explicit_named_character_pattern
Flirt Tactics,2017,https://representme.charity/projects/queer/database/title/flirt-tactics,Gay,no_explicit_named_character_pattern
Flix & Chill 2,2017,https://representme.charity/projects/queer/database/title/flix-chill-,Lesbian,no_explicit_named_character_pattern
Flowers,2016,https://representme.charity/projects/queer/database/title/flowers,Playersexual; Lesbian,no_explicit_named_character_pattern
Fog of Love,2016,https://representme.charity/projects/queer/database/title/fog-of-love,Playersexual,no_explicit_named_character_pattern
Follow the Darkness,2015,https://representme.charity/projects/queer/database/title/follow-the-darkness,Lesbian,no_explicit_named_character_pattern
Football Manager 2018,2017,https://representme.charity/projects/queer/database/title/football-manager-,Gay,no_explicit_named_character_pattern
Forest of the Lilies,2016,https://representme.charity/projects/queer/database/title/forest-of-the-lilies,Lesbian,no_explicit_named_character_pattern
Forget-Me-Not,2014,https://representme.charity/projects/queer/database/title/forget-me-not,Gay,no_explicit_named_character_pattern
Fort Zombie Redux,2018,https://representme.charity/projects/queer/database/title/fort-zombie-redux,Nonbinary / non-conforming,no_explicit_named_character_pattern
Forward to the Sky,2015,https://representme.charity/projects/queer/database/title/forward-to-the-sky,Lesbian,no_explicit_named_character_pattern
Four Eyes,2016,https://representme.charity/projects/queer/database/title/four-eyes,Gay,no_explicit_named_character_pattern
Fox in the Hollyhocks,2016,https://representme.charity/projects/queer/database/title/fox-in-the-hollyhocks,Gay,no_explicit_named_character_pattern
Fragments of Him,2016,https://representme.charity/projects/queer/database/title/fragments-of-him,Gay; Bisexual / plurisexual,no_explicit_named_character_pattern
Free Again,2017,https://representme.charity/projects/queer/database/title/free-again,Nonbinary / non-conforming,no_explicit_named_character_pattern
Frog Love at Frog School,2016,https://representme.charity/projects/queer/database/title/frog-love-at-frog-school,Lesbian,no_explicit_named_character_pattern
FrontierVille,2010,https://representme.charity/projects/queer/database/title/frontierville,Playersexual,no_explicit_named_character_pattern
Frostbites,2017,https://representme.charity/projects/queer/database/title/frostbites,Lesbian,no_explicit_named_character_pattern
100ft Robot Golf,2017,https://representme.charity/projects/queer/database/title/ft-robot-golf,Nonbinary / non-conforming,no_explicit_named_character_pattern
Full Throttle,1995,https://representme.charity/projects/queer/database/title/full-throttle,Gay,no_explicit_named_character_pattern
Furry Heroes,2020,https://representme.charity/projects/queer/database/title/furry-heroes,Gay; Polyamory,no_explicit_named_character_pattern
fuuuuuuuuuuuck,2018,https://representme.charity/projects/queer/database/title/fuuuuuuuuuuuck,Asexual / aromantic,no_explicit_named_character_pattern
Gabriel Knight series,1993 – 2014,https://representme.charity/projects/queer/database/title/gabriel-knight,Gay; Lesbian,aggregate_page_requires_game_version
Galaxy Girls,2017,https://representme.charity/projects/queer/database/title/galaxy-girls,Lesbian,no_explicit_named_character_pattern
Game of Life,2007,https://representme.charity/projects/queer/database/title/game-of-life,Playersexual,no_explicit_named_character_pattern
Game of Thrones Ascent,2013,https://representme.charity/projects/queer/database/title/game-of-thrones-ascent,Playersexual; Gay; Lesbian,no_explicit_named_character_pattern
Gangsters in Love,2016,https://representme.charity/projects/queer/database/title/gangsters-in-love,Bisexual / plurisexual; Lesbian,no_explicit_named_character_pattern
Garden Diary,2016,https://representme.charity/projects/queer/database/title/garden-diary,Nonbinary / non-conforming; Other,no_explicit_named_character_pattern
Gat Life: Boyfriend Bar,2014,https://representme.charity/projects/queer/database/title/gat-life,Gay,no_explicit_named_character_pattern
Gay Cats go into the Weird Woods,2014,https://representme.charity/projects/queer/database/title/gay-cats-go-into-the-weird-woods,Gay,no_explicit_named_character_pattern
Gay Fighter Supreme,2015,https://representme.charity/projects/queer/database/title/gay-fighter-supreme,Bisexual / plurisexual; Gay; Lesbian; Trans woman; Trans man,no_explicit_named_character_pattern
Gay Harem,2017,https://representme.charity/projects/queer/database/title/gay-harem,Gay; Polyamory,no_explicit_named_character_pattern
Gaydorado,2017,https://representme.charity/projects/queer/database/title/gaydorado,Gay,no_explicit_named_character_pattern
GayMeChat,2006,https://representme.charity/projects/queer/database/title/gaymechat,Gay,no_explicit_named_character_pattern
Gaytective,2017,https://representme.charity/projects/queer/database/title/gaytective,Gay; Lesbian,no_explicit_named_character_pattern
Gender Bender DNA Twister Extreme,2014,https://representme.charity/projects/queer/database/title/gender-bender-dna-twister-extreme,Cross-dressing; Lesbian; Trans woman,no_explicit_named_character_pattern
Gender Generator,2017,https://representme.charity/projects/queer/database/title/gender-generator,Other,no_explicit_named_character_pattern
Gender Quest,2018,https://representme.charity/projects/queer/database/title/gender-quest,Nonbinary / non-conforming,no_explicit_named_character_pattern
GenderTrix,2017,https://representme.charity/projects/queer/database/title/gendertrix,Other,no_explicit_named_character_pattern
Genital Jousting,2016,https://representme.charity/projects/queer/database/title/genital-jousting,Gay,no_explicit_named_character_pattern
Ghosts of Miami,2017,https://representme.charity/projects/queer/database/title/ghosts-of-miami,Playersexual; Nonbinary / non-conforming; Trans woman; Cross-dressing; Other,no_explicit_named_character_pattern
Girl Crush,2016,https://representme.charity/projects/queer/database/title/girl-crush,Lesbian,no_explicit_named_character_pattern
Girl with a Claw Hammer,2014,https://representme.charity/projects/queer/database/title/girl-with-a-claw-hammer,Lesbian,no_explicit_named_character_pattern
Girlfriend.exe,2019,https://representme.charity/projects/queer/database/title/girlfriend-exe,Lesbian,no_explicit_named_character_pattern
Girlfriend Material,2017,https://representme.charity/projects/queer/database/title/girlfriend-material,Lesbian,no_explicit_named_character_pattern
Girlvania,2014,https://representme.charity/projects/queer/database/title/girlvania,Lesbian,no_explicit_named_character_pattern
Giving Her a Voice,2016,https://representme.charity/projects/queer/database/title/giving-her-a-voice,Bisexual / plurisexual,no_explicit_named_character_pattern
Gleaner Heights,2018,https://representme.charity/projects/queer/database/title/gleaner-heights,Playersexual,no_explicit_named_character_pattern
Glory of Heracles,2008,https://representme.charity/projects/queer/database/title/glory-of-heracles,Nonbinary / non-conforming,no_explicit_named_character_pattern
Go! Go! Ackman,1994,https://representme.charity/projects/queer/database/title/go-go-ackman,Gay,no_explicit_named_character_pattern
God Hand,2006,https://representme.charity/projects/queer/database/title/god-hand,Gay,no_explicit_named_character_pattern
God of War III,2010,https://representme.charity/projects/queer/database/title/god-of-war-iii,Lesbian,no_explicit_named_character_pattern
Going Postal,2017,https://representme.charity/projects/queer/database/title/going-postal,Other,no_explicit_named_character_pattern
Gone Home,2013,https://representme.charity/projects/queer/database/title/gone-home,Lesbian,no_explicit_named_character_pattern
Good Knight Story,2016,https://representme.charity/projects/queer/database/title/good-knight-story,Gay,no_explicit_named_character_pattern
Gothic series,2001 – 2011,https://representme.charity/projects/queer/database/title/gothic-series,Gay,aggregate_page_requires_game_version
Grand Core Release,2017,https://representme.charity/projects/queer/database/title/grand-core-release,Gay,no_explicit_named_character_pattern
Grand Theft Auto series,1997 – 2016,https://representme.charity/projects/queer/database/title/grand-theft-auto-series,Bisexual / plurisexual; Gay,aggregate_page_requires_game_version
Great-grandmother and the war,2016,https://representme.charity/projects/queer/database/title/great-grandmother-and-the-war,Lesbian,no_explicit_named_character_pattern
Great Greed,1992,https://representme.charity/projects/queer/database/title/great-greed,Playersexual; Gay,no_explicit_named_character_pattern
Great Personality: Guardians,2014,https://representme.charity/projects/queer/database/title/great-personality-guardians,Nonbinary / non-conforming; Other,no_explicit_named_character_pattern
Green Thread of Fate,2019,https://representme.charity/projects/queer/database/title/green-thread-of-fate,Asexual / aromantic; Nonbinary / non-conforming,no_explicit_named_character_pattern
GrimGrimoire,2007,https://representme.charity/projects/queer/database/title/grimgrimoire,Lesbian,no_explicit_named_character_pattern
Groove on Fight,1997,https://representme.charity/projects/queer/database/title/groove-on-fight,Gay,no_explicit_named_character_pattern
GRUNGE series,2018 - 2019,https://representme.charity/projects/queer/database/title/grunge,Lesbian; Bisexual / plurisexual; Gay; Nonbinary / non-conforming; Trans woman,aggregate_page_requires_game_version
Guild Wars 2,2012 – ongoing,https://representme.charity/projects/queer/database/title/guild-wars-2,Cross-dressing; Gay; Lesbian; Trans woman; Bisexual / plurisexual,no_explicit_named_character_pattern
Guilty Gear X series,2000 – 2002,https://representme.charity/projects/queer/database/title/guilty-gear-x,Gay; Nonbinary / non-conforming; Trans man,aggregate_page_requires_game_version
GURPS: Supers,1989,https://representme.charity/projects/queer/database/title/gurps-supers,Gay,no_explicit_named_character_pattern
HârnMaster,1986,https://representme.charity/projects/queer/database/title/h-rnmaster,Bisexual / plurisexual; Gay,no_explicit_named_character_pattern
Hacknet,2015,https://representme.charity/projects/queer/database/title/hacknet,Trans man,no_explicit_named_character_pattern
Hades,Not yet released,https://representme.charity/projects/queer/database/title/hades,Bisexual / plurisexual; Gay; Asexual / aromantic; Nonbinary / non-conforming,no_explicit_named_character_pattern
Hamtaro: Ham-Ham Heartbreak,2002,https://representme.charity/projects/queer/database/title/hamtaro-ham-ham-heartbreak,Gay; Lesbian,no_explicit_named_character_pattern
Hand to Hand,2017,https://representme.charity/projects/queer/database/title/hand-to-hand,Lesbian,no_explicit_named_character_pattern
Happiness!,2005,https://representme.charity/projects/queer/database/title/happiness,Lesbian,no_explicit_named_character_pattern
Happy Campers,2017,https://representme.charity/projects/queer/database/title/happy-campers,Playersexual; Lesbian,no_explicit_named_character_pattern
Haque,2017,https://representme.charity/projects/queer/database/title/haque,Nonbinary / non-conforming; Gay,no_explicit_named_character_pattern
Hard Mode 101,2014,https://representme.charity/projects/queer/database/title/hard-mode-,Other,no_explicit_named_character_pattern
Harry Potter: Hogwarts Mystery,2018,https://representme.charity/projects/queer/database/title/harry-potter-hogwarts-mystery,Bisexual / plurisexual; Playersexual,no_explicit_named_character_pattern
Hart Connection,2018,https://representme.charity/projects/queer/database/title/hart-connection,Bisexual / plurisexual; Gay,no_explicit_named_character_pattern
Harvest Life,2017,https://representme.charity/projects/queer/database/title/harvest-life,Playersexual,no_explicit_named_character_pattern
Harvester,1996,https://representme.charity/projects/queer/database/title/harvester,Gay,no_explicit_named_character_pattern
Hashimime of the Old Book Town,2019,https://representme.charity/projects/queer/database/title/hashimime-of-the-old-book-town,Gay,no_explicit_named_character_pattern
Hatoful Boyfriend,2014,https://representme.charity/projects/queer/database/title/hatoful-boyfriend,Playersexual; Lesbian,no_explicit_named_character_pattern
Hatsune Miku: Project DIVA Series,2021,https://representme.charity/projects/queer/database/title/hatsune-miku-project-diva-series,Lesbian,aggregate_page_requires_game_version
Havenfall is for Lovers,2017,https://representme.charity/projects/queer/database/title/havenfall-is-for-lovers,Bisexual / plurisexual; Lesbian; Nonbinary / non-conforming,no_explicit_named_character_pattern
Hazel series,2018 - 2019,https://representme.charity/projects/queer/database/title/hazel-series,Trans woman; Nonbinary / non-conforming,aggregate_page_requires_game_version
Headliner,2017,https://representme.charity/projects/queer/database/title/headliner,Playersexual,no_explicit_named_character_pattern
Heart Drops,2018,https://representme.charity/projects/queer/database/title/heart-drops,Lesbian; Trans woman,no_explicit_named_character_pattern
Heart of Fire,2008,https://representme.charity/projects/queer/database/title/heart-of-fire,Lesbian,no_explicit_named_character_pattern
Heart of the Woods,2019,https://representme.charity/projects/queer/database/title/heart-of-the-woods,Lesbian; Trans woman,no_explicit_named_character_pattern
Heartbeats,2017,https://representme.charity/projects/queer/database/title/heartbeats,Gay,no_explicit_named_character_pattern
Heaven is Full,2018,https://representme.charity/projects/queer/database/title/heaven-is-full,Bisexual / plurisexual,no_explicit_named_character_pattern
Heaven Will Be Mine,2018,https://representme.charity/projects/queer/database/title/heaven-will-be-mine,Lesbian; Trans woman; Trans man,no_explicit_named_character_pattern
Heileen series,2008 – 2012,https://representme.charity/projects/queer/database/title/heileen-series,Playersexual; Lesbian,aggregate_page_requires_game_version
Heirs and Graces,2016,https://representme.charity/projects/queer/database/title/heirs-and-graces,Gay,no_explicit_named_character_pattern
Helena's Flowers,2015,https://representme.charity/projects/queer/database/title/helena-s-flowers,Lesbian,no_explicit_named_character_pattern
Hell Girls,2017,https://representme.charity/projects/queer/database/title/hell-girls,Lesbian,no_explicit_named_character_pattern
Her Tears Were My Light,2016,https://representme.charity/projects/queer/database/title/her-tears-were-my-light,Lesbian,no_explicit_named_character_pattern
Hero,2017,https://representme.charity/projects/queer/database/title/hero,Gay; Playersexual,no_explicit_named_character_pattern
Hero Generations,2015,https://representme.charity/projects/queer/database/title/hero-generations,Gay; Lesbian,no_explicit_named_character_pattern
Heroes of Legionwood,2015,https://representme.charity/projects/queer/database/title/heroes-of-legionswood,Playersexual; Gay; Lesbian,no_explicit_named_character_pattern
Heroes of Newerth,2010,https://representme.charity/projects/queer/database/title/heroes-of-newerth,Gay,no_explicit_named_character_pattern
Heroes of Red Hook,2016,https://representme.charity/projects/queer/database/title/heroes-of-red-hook,,no_explicit_named_character_pattern
HEROxTRIO,2018,https://representme.charity/projects/queer/database/title/heroxtrio,Trans woman,no_explicit_named_character_pattern
hi no homo,2017,https://representme.charity/projects/queer/database/title/hi-no-homo,Gay; Lesbian,no_explicit_named_character_pattern
High School Story,2014,https://representme.charity/projects/queer/database/title/high-school-story,Playersexual; Gay; Lesbian,no_explicit_named_character_pattern
Highschool Romance,2015,https://representme.charity/projects/queer/database/title/highschool-romance,Cross-dressing; Lesbian,no_explicit_named_character_pattern
Highway Blossoms,2016,https://representme.charity/projects/queer/database/title/highway-blossoms,Lesbian,no_explicit_named_character_pattern
Hiki wants a child,2016,https://representme.charity/projects/queer/database/title/hiki-wants-a-child,Gay,no_explicit_named_character_pattern
Hikoki Fakkuboto,2015,https://representme.charity/projects/queer/database/title/hikoki-fakkuboto,Bisexual,no_explicit_named_character_pattern
Hollow Knight,2017,https://representme.charity/projects/queer/database/title/hollow-knight,Asexual / aromantic; Nonbinary / non-conforming; Gay; Lesbian,no_explicit_named_character_pattern
Hollywood U: Rising Stars,2014,https://representme.charity/projects/queer/database/title/hollywood-u,Playersexual,no_explicit_named_character_pattern
Horizon Zero Dawn,2017,https://representme.charity/projects/queer/database/title/horizon-zero-dawn,Gay; Trans man,no_explicit_named_character_pattern
Hospital Sleepover,Not yet released,https://representme.charity/projects/queer/database/title/hospital-sleepover,Asexual / aromantic; Bisexual / plurisexual,no_explicit_named_character_pattern
Hot Guys Making Out,2013,https://representme.charity/projects/queer/database/title/hot-guys-making-out,Gay,no_explicit_named_character_pattern
Hot Pool,2017,https://representme.charity/projects/queer/database/title/hot-pool,Other; Trans man; Trans woman,no_explicit_named_character_pattern
Hot Tin Roof,2015,https://representme.charity/projects/queer/database/title/hot-tin-roof,Lesbian,no_explicit_named_character_pattern
house,2017,https://representme.charity/projects/queer/database/title/house,Lesbian; Other,no_explicit_named_character_pattern
housewarming gift,2018,https://representme.charity/projects/queer/database/title/housewarming-gift,Lesbian; Trans woman; Nonbinary / non-conforming,no_explicit_named_character_pattern
How Can You Be Proud? You're Bi!,2018,https://representme.charity/projects/queer/database/title/how-can-you-be-proud-you-re-bi-,Bisexual / plurisexual,no_explicit_named_character_pattern
How Drinking Coffee Daily Got Me Fired!,2018,https://representme.charity/projects/queer/database/title/how-drinking-coffee-daily-got-me-fired-,Gay; Playersexual,no_explicit_named_character_pattern
How to defeat a demon lord?!,2018,https://representme.charity/projects/queer/database/title/how-to-defeat-a-demon-lord-,Gay,no_explicit_named_character_pattern
Human Rights,2019,https://representme.charity/projects/queer/database/title/human-rights,Gay; Lesbian; Nonbinary / non-conforming; Trans man; Trans woman,no_explicit_named_character_pattern
HuniePop,2015,https://representme.charity/projects/queer/database/title/huniepop,Lesbian,no_explicit_named_character_pattern
Hurt Me Plenty,2014,https://representme.charity/projects/queer/database/title/hurt-me-plenty,Gay; Other,no_explicit_named_character_pattern
Hustle Cat,2016,https://representme.charity/projects/queer/database/title/hustle-cat,Nonbinary / non-conforming,no_explicit_named_character_pattern
Hyperdimension Neptunia,2015,https://representme.charity/projects/queer/database/title/hyperdimension-neptunia,Lesbian,no_explicit_named_character_pattern
"I Can't Believe the Most Popular Girl in School is a Lesbian, Just Like Me!",2019,https://representme.charity/projects/queer/database/title/i-can-t-believe-the-most-popular-girl-in-school-is-a-lesbian-just-like-me-,Lesbian; Polyamory,no_explicit_named_character_pattern
I Don't Have A Cue!,2018,https://representme.charity/projects/queer/database/title/i-don-t-have-a-cue-,Lesbian,no_explicit_named_character_pattern
I Like You,2016,https://representme.charity/projects/queer/database/title/i-like-you,Other,no_explicit_named_character_pattern
I Say A Little Prayer,2014,https://representme.charity/projects/queer/database/title/i-say-a-little-prayer,Gay,no_explicit_named_character_pattern
I Suddenly Became a Magical Girl To Fight Aliens from Another Dimension!?,2016,https://representme.charity/projects/queer/database/title/i-suddenly-became-a-magical-girl-to-fight-aliens-from-another-dimension-,Lesbian; Trans woman,no_explicit_named_character_pattern
I Want To Marry The Princess!,2015,https://representme.charity/projects/queer/database/title/i-want-to-marry-the-princess-,Lesbian,no_explicit_named_character_pattern
Ice and Fire of Maiden,2019,https://representme.charity/projects/queer/database/title/ice-and-fire-of-maiden,Lesbian,no_explicit_named_character_pattern
Iconoclasts,2018,https://representme.charity/projects/queer/database/title/iconoclasts,Lesbian,no_explicit_named_character_pattern
ICY,2015,https://representme.charity/projects/queer/database/title/icy,Nonbinary / non-conforming; Gay,no_explicit_named_character_pattern
If Found...,2020,https://representme.charity/projects/queer/database/title/if-found-,Asexual / aromantic; Bisexual / plurisexual; Trans woman; Gay; Lesbian; Nonbinary / non-conforming; Polyamory,no_explicit_named_character_pattern
if not us,2018,https://representme.charity/projects/queer/database/title/if-not-us,Gay; Nonbinary / non-conforming,no_explicit_named_character_pattern
Ikenfell,Not yet released,https://representme.charity/projects/queer/database/title/ikenfell,Other,no_explicit_named_character_pattern
In Celebration of Violence,2016,https://representme.charity/projects/queer/database/title/in-celebration-of-violence,Nonbinary / non-conforming,no_explicit_named_character_pattern
