game_title,release_year,represent_me_url,representation_tags,review_reason
Moebius: Empire Rising,2014,https://representme.charity/projects/queer/database/title/moebius,Bisexual / plurisexual; Gay,no_explicit_named_character_pattern
Moekuri,2016,https://representme.charity/projects/queer/database/title/moekuri,Lesbian,no_explicit_named_character_pattern
Monitor,2017,https://representme.charity/projects/queer/database/title/monitor,Lesbian,no_explicit_named_character_pattern
Monkeys & Dragons,2019,https://representme.charity/projects/queer/database/title/monkeys-dragons,Bisexual / plurisexual; Gay,no_explicit_named_character_pattern
Monster Girl Gaynerations: Ghoulfriends for Life,2017,https://representme.charity/projects/queer/database/title/monster-girl-gaynerations,Lesbian,no_explicit_named_character_pattern
Monster Girl University,2017,https://representme.charity/projects/queer/database/title/monster-girl-university,Lesbian,no_explicit_named_character_pattern
Monster Hunting... For Love!,2018,https://representme.charity/projects/queer/database/title/monster-hunting-for-love-,Bisexual / plurisexual; Nonbinary / non-conforming,no_explicit_named_character_pattern
Monster Monpiece,2017,https://representme.charity/projects/queer/database/title/monster-monpiece,Lesbian,no_explicit_named_character_pattern
Monster Prom,2018,https://representme.charity/projects/queer/database/title/monster-prom,Nonbinary / non-conforming; Playersexual; Bisexual / plurisexual,no_explicit_named_character_pattern
Monster Seeking Monster,2017,https://representme.charity/projects/queer/database/title/monster-seeking-monster,Playersexual,no_explicit_named_character_pattern
Monsterhearts,2012 – 2017,https://representme.charity/projects/queer/database/title/monsterhearts,Asexual / aromantic; Other,no_explicit_named_character_pattern
Moon Hunters,2016,https://representme.charity/projects/queer/database/title/moon-hunters,Bisexual / plurisexual; Nonbinary / non-conforming,no_explicit_named_character_pattern
Moon Tree,2015,https://representme.charity/projects/queer/database/title/moon-tree,Gay,no_explicit_named_character_pattern
Moonmist,1986,https://representme.charity/projects/queer/database/title/moonmist,Lesbian,no_explicit_named_character_pattern
Morenatsu,2015,https://representme.charity/projects/queer/database/title/morenatsu,Gay,no_explicit_named_character_pattern
Morph Girl,2017,https://representme.charity/projects/queer/database/title/morph-girl,Lesbian,no_explicit_named_character_pattern
Mortal Kombat X,2015,https://representme.charity/projects/queer/database/title/mortal-kombat-x,Gay,no_explicit_named_character_pattern
Mother series,1994 – 2015,https://representme.charity/projects/queer/database/title/mother,Gay; Nonbinary / non-conforming,aggregate_page_requires_game_version
Mount Your Friends,2014,https://representme.charity/projects/queer/database/title/mount-your-friends,Gay,no_explicit_named_character_pattern
Moving Day,2019,https://representme.charity/projects/queer/database/title/moving-day,Gay,no_explicit_named_character_pattern
Murder in the Mail: A Bloody Birthday,Not yet released,https://representme.charity/projects/queer/database/title/murder-in-the-mail-a-bloody-birthday,Playersexual,no_explicit_named_character_pattern
Mutants & Masterminds,2002,https://representme.charity/projects/queer/database/title/mutants-masterminds,Other,no_explicit_named_character_pattern
Mutazione,2019,https://representme.charity/projects/queer/database/title/mutazione,Bisexual / plurisexual; Lesbian; Asexual / aromantic,no_explicit_named_character_pattern
Mutiny!!,2017,https://representme.charity/projects/queer/database/title/mutiny-,Playersexual; Intersex,no_explicit_named_character_pattern
Mx. Universe,2016,https://representme.charity/projects/queer/database/title/mx-universe,Nonbinary / non-conforming,no_explicit_named_character_pattern
My Beastly Lovers,2018,https://representme.charity/projects/queer/database/title/my-beastly-lovers,Playersexual,no_explicit_named_character_pattern
My Boyfriend the Necromancer,2016,https://representme.charity/projects/queer/database/title/my-boyfriend-the-necromancer,Gay,no_explicit_named_character_pattern
My Burning Heart,2018,https://representme.charity/projects/queer/database/title/my-burning-heart,Gay; Bisexual / plurisexual,no_explicit_named_character_pattern
My Candy Love,2011,https://representme.charity/projects/queer/database/title/my-candy-love,Gay,no_explicit_named_character_pattern
My Ex-Boyfriend the Space Tyrant,2012,https://representme.charity/projects/queer/database/title/my-ex-boyfriend-the-space-tyrant,Gay,no_explicit_named_character_pattern
"My GF is a tyrant, but it's not her fault, okay?",2018,https://representme.charity/projects/queer/database/title/my-gf-is-a-tyrant-but-it-s-not-her-fault-okay-,Lesbian,no_explicit_named_character_pattern
My Magical Demon Lover,2018,https://representme.charity/projects/queer/database/title/my-magical-demon-lover,Gay,no_explicit_named_character_pattern
My Time at Portia,2015,https://representme.charity/projects/queer/database/title/my-time-at-portia,Playersexual,no_explicit_named_character_pattern
My Virtual Gay Boyfriend,2015,https://representme.charity/projects/queer/database/title/my-virtual-gay-boyfriend,Gay,no_explicit_named_character_pattern
Mystics of Sapphia (Prelude),2018,https://representme.charity/projects/queer/database/title/mystics-of-sapphia-prelude-,Lesbian; Trans man,no_explicit_named_character_pattern
Namco High,2013,https://representme.charity/projects/queer/database/title/namco-high,Nonbinary / non-conforming; Playersexual,no_explicit_named_character_pattern
Nancy Drew: Sea of Darkness,2015,https://representme.charity/projects/queer/database/title/nancy-drew-sea-of-darkness,Lesbian,no_explicit_named_character_pattern
Natsumi & Fuyuko: All That's Inbetween,2015,https://representme.charity/projects/queer/database/title/natsumi-fuyuko-all-that-s-inbetween,Lesbian,no_explicit_named_character_pattern
Naxos,2018,https://representme.charity/projects/queer/database/title/naxos,Bisexual / plurisexual; Lesbian,no_explicit_named_character_pattern
Ne no Kami: The Two Princess Knights of Kyoto,2016,https://representme.charity/projects/queer/database/title/ne-no-kami-the-two-princess-knights-of-kyoto,Lesbian,no_explicit_named_character_pattern
Negligee,2016,https://representme.charity/projects/queer/database/title/negligee,Lesbian,no_explicit_named_character_pattern
Nekojishi,2017,https://representme.charity/projects/queer/database/title/nekojishi,Gay,no_explicit_named_character_pattern
Nell's Night,2016,https://representme.charity/projects/queer/database/title/nell-s-night,Lesbian,no_explicit_named_character_pattern
Neon Genesis Evangelion,1999,https://representme.charity/projects/queer/database/title/neon-genesis-evangelion,Gay,no_explicit_named_character_pattern
Neverwinter Nights series,2002,https://representme.charity/projects/queer/database/title/neverwinter-nights,Playersexual; Bisexual / plurisexual,aggregate_page_requires_game_version
Nicki Minaj: The Empire,2016,https://representme.charity/projects/queer/database/title/nicki-minaj,Lesbian,no_explicit_named_character_pattern
Night Witches,2015,https://representme.charity/projects/queer/database/title/night-witches,Other,no_explicit_named_character_pattern
Nightmare on Ra Street,2016,https://representme.charity/projects/queer/database/title/nightmare-on-ra-street,Lesbian,no_explicit_named_character_pattern
NiGHTS Into Dreams,1995,https://representme.charity/projects/queer/database/title/nights-into-dreams,Nonbinary / non-conforming,no_explicit_named_character_pattern
Nights of Azure,2017,https://representme.charity/projects/queer/database/title/nights-of-azure,Lesbian,no_explicit_named_character_pattern
Ninja Pizza Girl,2015,https://representme.charity/projects/queer/database/title/ninja-pizza-girl,Trans woman,no_explicit_named_character_pattern
No Man's Sky,2016,https://representme.charity/projects/queer/database/title/no-mans-sky,Nonbinary / non-conforming; Other,no_explicit_named_character_pattern
No One But You,2016,https://representme.charity/projects/queer/database/title/no-one-but-you,Playersexual,no_explicit_named_character_pattern
"No Stars, Only Constellations",2016,https://representme.charity/projects/queer/database/title/no-stars-only-constellations,Gay,no_explicit_named_character_pattern
"No, Thank You!!!",2013,https://representme.charity/projects/queer/database/title/no-thank-you,Gay,no_explicit_named_character_pattern
Nocturnal Affair,2016,https://representme.charity/projects/queer/database/title/nocturnal-affair,Bisexual / plurisexual; Gay,no_explicit_named_character_pattern
Norilsk,2018,https://representme.charity/projects/queer/database/title/norilsk,Gay,no_explicit_named_character_pattern
NORTH,2019,https://representme.charity/projects/queer/database/title/north,Gay,no_explicit_named_character_pattern
Northanger Abbey,2019,https://representme.charity/projects/queer/database/title/northanger-abbey,Bisexual / plurisexual; Cross-dressing; Gay; Lesbian; Nonbinary / non-conforming; Trans man; Trans woman,no_explicit_named_character_pattern
Notes of a Snow Flower,2016,https://representme.charity/projects/queer/database/title/notes-of-a-snow-flower,Lesbian,no_explicit_named_character_pattern
Number Days Sim Date,2012,https://representme.charity/projects/queer/database/title/number-days,Lesbian,no_explicit_named_character_pattern
Numenera,2013,https://representme.charity/projects/queer/database/title/numenera,Bisexual / plurisexual; Gay; Lesbian,no_explicit_named_character_pattern
Nummyz (developer),N/A,https://representme.charity/projects/queer/database/title/nummyz,Bisexual / plurisexual; Gay; Lesbian,aggregate_page_requires_game_version
Nurse Love Addiction,2016,https://representme.charity/projects/queer/database/title/nurse-love-addiction,Lesbian,no_explicit_named_character_pattern
>Observer_,2018,https://representme.charity/projects/queer/database/title/observer,Lesbian,no_explicit_named_character_pattern
Oceanic Hearts,2016,https://representme.charity/projects/queer/database/title/oceanic-hearts,Lesbian,no_explicit_named_character_pattern
Of Love and Sorrow,2016,https://representme.charity/projects/queer/database/title/of-love-and-sorrow,Playersexual; Gay,no_explicit_named_character_pattern
Ohmygod Are You Alright?,2016,https://representme.charity/projects/queer/database/title/ohmygod-are-you-alright,Trans woman,no_explicit_named_character_pattern
Ōkami,2006,https://representme.charity/projects/queer/database/title/okami,Nonbinary / non-conforming,no_explicit_named_character_pattern
Ollpheist High,2017,https://representme.charity/projects/queer/database/title/ollpheist-high,Trans woman,no_explicit_named_character_pattern
Once on a Windswept Night,2017,https://representme.charity/projects/queer/database/title/once-on-a-windswept-night,Lesbian; Nonbinary / non-conforming,no_explicit_named_character_pattern
One,2013,https://representme.charity/projects/queer/database/title/one,Gay,no_explicit_named_character_pattern
"one night, hot springs series",2018,https://representme.charity/projects/queer/database/title/one-night-hot-springs,Lesbian; Trans woman; Asexual / aromantic; Bisexual / plurisexual,aggregate_page_requires_game_version
One Small Favor,2016,https://representme.charity/projects/queer/database/title/one-small-favor,Lesbian,no_explicit_named_character_pattern
"One's Lonesome, Two's Company",2018,https://representme.charity/projects/queer/database/title/ones-lonesome-twos-company,Lesbian,no_explicit_named_character_pattern
Onlove,2016,https://representme.charity/projects/queer/database/title/onlove,Lesbian,no_explicit_named_character_pattern
Orc Breeding,2020,https://representme.charity/projects/queer/database/title/orc-breeding,Gay; Polyamory,no_explicit_named_character_pattern
Orgy In The Fens,2016,https://representme.charity/projects/queer/database/title/orgy-in-the-fens,Other,no_explicit_named_character_pattern
Orion Conspiracy,1995,https://representme.charity/projects/queer/database/title/orion-conspiracy,Gay,no_explicit_named_character_pattern
Orwell,2016,https://representme.charity/projects/queer/database/title/orwell,Gay,no_explicit_named_character_pattern
Osozaki: Late Blooming First,2016,https://representme.charity/projects/queer/database/title/osozaki-late-blooming-first,Other; Playersexual; Lesbian,no_explicit_named_character_pattern
Otoko Tower,2016,https://representme.charity/projects/queer/database/title/otoko-tower,Gay,no_explicit_named_character_pattern
Otter of My Life,2019,https://representme.charity/projects/queer/database/title/otter-of-my-life,Gay; Lesbian; Nonbinary / non-conforming; Playersexual,no_explicit_named_character_pattern
Our Radios Are Dying,2016,https://representme.charity/projects/queer/database/title/our-radios-are-dying,Lesbian,no_explicit_named_character_pattern
Our War Everlasting,2015,https://representme.charity/projects/queer/database/title/our-war-everlasting,Gay,no_explicit_named_character_pattern
Out,2016,https://representme.charity/projects/queer/database/title/out,Other,no_explicit_named_character_pattern
Out of Sync,2016,https://representme.charity/projects/queer/database/title/out-of-sync,Gay,no_explicit_named_character_pattern
Over the Edge,1992,https://representme.charity/projects/queer/database/title/over-the-edge,Gay,no_explicit_named_character_pattern
"Over Water, Under Hill",2018,https://representme.charity/projects/queer/database/title/over-water-under-hill,Asexual / aromantic,no_explicit_named_character_pattern
~Ow~,2016,https://representme.charity/projects/queer/database/title/ow,Lesbian,no_explicit_named_character_pattern
Oxenfree,2016,https://representme.charity/projects/queer/database/title/oxenfree,Playersexual,no_explicit_named_character_pattern
Package Chat,2019,https://representme.charity/projects/queer/database/title/package-chat,Lesbian; Bisexual / plurisexual,no_explicit_named_character_pattern
Painted in White,2016,https://representme.charity/projects/queer/database/title/painted-in-white,Lesbian,no_explicit_named_character_pattern
Painters Guild,2015,https://representme.charity/projects/queer/database/title/painters-guild,Gay,no_explicit_named_character_pattern
Paladins: Champions of the Realm,2018,https://representme.charity/projects/queer/database/title/paladins-champions-of-the-realm,Gay,no_explicit_named_character_pattern
Pale Spectrum,2017,https://representme.charity/projects/queer/database/title/pale-spectrum,Lesbian; Other,no_explicit_named_character_pattern
Palladium Fantasy Role-Playing Game,1983,https://representme.charity/projects/queer/database/title/palladium-fantasy-role-playing-game,Gay,no_explicit_named_character_pattern
"Papers, Please",2013,https://representme.charity/projects/queer/database/title/papers-please,Trans woman; Trans man,no_explicit_named_character_pattern
Paranormal Teens,2016,https://representme.charity/projects/queer/database/title/paranormal-teens,Playersexual,no_explicit_named_character_pattern
PaRappa the Rapper 2,2001,https://representme.charity/projects/queer/database/title/parappa-the-rapper-2,Gay,no_explicit_named_character_pattern
Parsnip,2018,https://representme.charity/projects/queer/database/title/parsnip,Cross-dressing; Nonbinary / non-conforming,no_explicit_named_character_pattern
Part 4: None,2018,https://representme.charity/projects/queer/database/title/part-none,Asexual / aromantic,no_explicit_named_character_pattern
Party in my Dorm,2016,https://representme.charity/projects/queer/database/title/party-in-my-dorm,Playersexual,no_explicit_named_character_pattern
Path of Exile,2013,https://representme.charity/projects/queer/database/title/path-of-exile,Lesbian; Gay,no_explicit_named_character_pattern
Pathfinder,2009,https://representme.charity/projects/queer/database/title/pathfinder,Gay; Lesbian; Nonbinary / non-conforming; Trans woman; Other,no_explicit_named_character_pattern
Pathologic,2005,https://representme.charity/projects/queer/database/title/pathologic,Polyamory,no_explicit_named_character_pattern
Paths Taken,2019,https://representme.charity/projects/queer/database/title/paths-taken,Bisexual / plurisexual; Nonbinary / non-conforming; Playersexual,no_explicit_named_character_pattern
Pendula Swing,2018,https://representme.charity/projects/queer/database/title/pendula-swing,Bisexual / plurisexual; Playersexual; Lesbian; Polyamory; Cross-dressing; Gay; Nonbinary / non-conforming,no_explicit_named_character_pattern
Penelope & Calliope,2018,https://representme.charity/projects/queer/database/title/penelope-calliope,Lesbian,no_explicit_named_character_pattern
PENGUIN CAFE,2018,https://representme.charity/projects/queer/database/title/penguin-cafe,Gay,no_explicit_named_character_pattern
Perseids,2018,https://representme.charity/projects/queer/database/title/perseids,Lesbian; Polyamory; Trans woman,no_explicit_named_character_pattern
Persona franchise,1996 – 2015,https://representme.charity/projects/queer/database/title/persona,Gay; Bisexual / plurisexual; Nonbinary / non-conforming; Playersexual,aggregate_page_requires_game_version
Phantasmagoria 2: A Puzzle of Flesh,1996,https://representme.charity/projects/queer/database/title/phantasmagoria-series,Bisexual / plurisexual; Gay; Polyamory,no_explicit_named_character_pattern
Phantasy Star II,1989,https://representme.charity/projects/queer/database/title/phantasy-star-ii,Gay,no_explicit_named_character_pattern
Phantom Pain,2019,https://representme.charity/projects/queer/database/title/phantom-pain,Nonbinary / non-conforming; Lesbian,no_explicit_named_character_pattern
Photographs,2021,https://representme.charity/projects/queer/database/title/photographs,Lesbian,no_explicit_named_character_pattern
Pillars of Eternity,2015,https://representme.charity/projects/queer/database/title/pillars-of-eternity,Lesbian,no_explicit_named_character_pattern
Pink White or Blue,2018,https://representme.charity/projects/queer/database/title/pink-white-or-blue,Trans woman,no_explicit_named_character_pattern
Pirate Queen,2018,https://representme.charity/projects/queer/database/title/pirate-queen,Lesbian,no_explicit_named_character_pattern
Pirates of the Burning Sea,2008,https://representme.charity/projects/queer/database/title/pirates-of-the-burning-sea,Gay; Lesbian,no_explicit_named_character_pattern
Pit People,2018,https://representme.charity/projects/queer/database/title/pit-people,Cross-dressing; Gay; Nonbinary / non-conforming,no_explicit_named_character_pattern
Pixie Panic Garden,2018,https://representme.charity/projects/queer/database/title/pixie-panic-garden,Lesbian; Trans woman,no_explicit_named_character_pattern
Plain,2016,https://representme.charity/projects/queer/database/title/plain,Lesbian,no_explicit_named_character_pattern
Planet Dysphoria,2017,https://representme.charity/projects/queer/database/title/planet-dysphoria,Trans man; Trans woman,no_explicit_named_character_pattern
Planet Stronghold series,2011 – 2017,https://representme.charity/projects/queer/database/title/planet-stronghold,Playersexual,aggregate_page_requires_game_version
Playboy: The Mansion,2005,https://representme.charity/projects/queer/database/title/playboy-the-mansion,Lesbian; Gay,no_explicit_named_character_pattern
Playerunknown's Battlegrounds,2018,https://representme.charity/projects/queer/database/title/playerunknown-s-battlegrounds,Cross-dressing,no_explicit_named_character_pattern
Plumbers Don't Wear Ties,1994,https://representme.charity/projects/queer/database/title/plumbers-dont-wear-ties,Gay,no_explicit_named_character_pattern
Pokémon franchise,1996 – 2016,https://representme.charity/projects/queer/database/title/pokemon-series,Cross-dressing; Gay; Lesbian; Trans woman,aggregate_page_requires_game_version
Pokémon Uranium,2016,https://representme.charity/projects/queer/database/title/pokemon-uranium,Nonbinary / non-conforming,no_explicit_named_character_pattern
Police Quest: Open Season,1987,https://representme.charity/projects/queer/database/title/police-quest,Cross-dressing; Gay,no_explicit_named_character_pattern
Pom Gets Wi-Fi,2013,https://representme.charity/projects/queer/database/title/pom-gets-wi-fi,Gay,no_explicit_named_character_pattern
Port Amadeus,2017,https://representme.charity/projects/queer/database/title/port-amadeus,Lesbian,no_explicit_named_character_pattern
Postal series,1997 - 2016,https://representme.charity/projects/queer/database/title/postal-series,Gay; Trans woman,aggregate_page_requires_game_version
PQRS The Game,2011,https://representme.charity/projects/queer/database/title/pqrs,Playersexual; Gay; Lesbian,no_explicit_named_character_pattern
Pretty Witchy Life,2016,https://representme.charity/projects/queer/database/title/pretty-witchy-life,Lesbian,no_explicit_named_character_pattern
Prey,2017,https://representme.charity/projects/queer/database/title/prey,Lesbian,no_explicit_named_character_pattern
Pride Run,To be released,https://representme.charity/projects/queer/database/title/pride-run,Other,no_explicit_named_character_pattern
PrideFest,2016,https://representme.charity/projects/queer/database/title/pridefest-game,Other,no_explicit_named_character_pattern
Pridissimo,2018,https://representme.charity/projects/queer/database/title/pridissimo,Other,no_explicit_named_character_pattern
Princess Maker 4,2005,https://representme.charity/projects/queer/database/title/princess-maker-4,Lesbian,no_explicit_named_character_pattern
Princess Remedy in a World of Hurt,2014,https://representme.charity/projects/queer/database/title/princess-remedy,Lesbian,no_explicit_named_character_pattern
Princesses's Maid,2015,https://representme.charity/projects/queer/database/title/princesses-s-maid,Lesbian,no_explicit_named_character_pattern
Problem Attic,2013,https://representme.charity/projects/queer/database/title/problem-attic,Other,no_explicit_named_character_pattern
Project Octopath Traveler,Not yet released,https://representme.charity/projects/queer/database/title/project-octopath-traveler,Bisexual / plurisexual,no_explicit_named_character_pattern
Project Resurgence,Not yet released,https://representme.charity/projects/queer/database/title/project-resurgence,Other,no_explicit_named_character_pattern
Psycho-Pass: Mandatory Happiness,2015,https://representme.charity/projects/queer/database/title/psycho-pass-mandatory-happiness,Lesbian,no_explicit_named_character_pattern
Psychonauts,2005,https://representme.charity/projects/queer/database/title/psychonauts,Bisexual / plurisexual; Lesbian,no_explicit_named_character_pattern
Pumpkin Online,Not yet released,https://representme.charity/projects/queer/database/title/pumpkin-online,Nonbinary / non-conforming; Playersexual,no_explicit_named_character_pattern
Punch Line,2019,https://representme.charity/projects/queer/database/title/punch-line,Trans man; Bisexual / plurisexual; Nonbinary / non-conforming,no_explicit_named_character_pattern
Purrfect Date,2017,https://representme.charity/projects/queer/database/title/purrfect-date,Nonbinary / non-conforming; Playersexual,no_explicit_named_character_pattern
Puzzle Dating,2017,https://representme.charity/projects/queer/database/title/puzzle-dating,Bisexual / plurisexual; Gay; Lesbian; Playersexual,no_explicit_named_character_pattern
Pyre,2017,https://representme.charity/projects/queer/database/title/pyre,Nonbinary / non-conforming; Lesbian; Playersexual; Other,no_explicit_named_character_pattern
Quantum Break,2016,https://representme.charity/projects/queer/database/title/quantum-break,Bisexual,no_explicit_named_character_pattern
Quantum Conscience,2014,https://representme.charity/projects/queer/database/title/quantum-conscience,Playersexual,no_explicit_named_character_pattern
Queen at Arms,2016,https://representme.charity/projects/queer/database/title/queen-at-arms,Nonbinary / non-conforming; Trans man; Other,no_explicit_named_character_pattern
Queen Cobra,2015,https://representme.charity/projects/queer/database/title/queen-cobra,Lesbian,no_explicit_named_character_pattern
Queen of Thieves,2017,https://representme.charity/projects/queer/database/title/queen-of-thieves,Lesbian,no_explicit_named_character_pattern
Queen's Gambit,2014,https://representme.charity/projects/queer/database/title/queens-gambit,Bisexual / plurisexual; Gay; Lesbian,no_explicit_named_character_pattern
Queer Coding,2017,https://representme.charity/projects/queer/database/title/queer-coding,Other,no_explicit_named_character_pattern
Queer Quest: All in a Gay's Work,Not yet released,https://representme.charity/projects/queer/database/title/queer-quest,Other,no_explicit_named_character_pattern
queered static,2015,https://representme.charity/projects/queer/database/title/queered-static,,no_explicit_named_character_pattern
Queers in Love at the End of the World,2013,https://representme.charity/projects/queer/database/title/queers-in-love-at-the-end-of-the-world,Lesbian,no_explicit_named_character_pattern
Queertastrophe,2013,https://representme.charity/projects/queer/database/title/queertastrophe,Other,no_explicit_named_character_pattern
Quest for Adventure,2019,https://representme.charity/projects/queer/database/title/quest-for-adventure,Gay,no_explicit_named_character_pattern
Questionable Farm,2017,https://representme.charity/projects/queer/database/title/questionable-farm,Other,no_explicit_named_character_pattern
Rabi-Ribi,2016,https://representme.charity/projects/queer/database/title/rabi-ribi,Lesbian,no_explicit_named_character_pattern
Rainbow Café,2017,https://representme.charity/projects/queer/database/title/rainbow-caf-,Other; Asexual / aromantic; Bisexual / plurisexual; Gay; Lesbian; Nonbinary / non-conforming; Trans man; Trans woman,no_explicit_named_character_pattern
Randal's Monday,2014,https://representme.charity/projects/queer/database/title/randal-s-monday,Cross-dressing; Gay; Trans woman,no_explicit_named_character_pattern
Re-birth,2016,https://representme.charity/projects/queer/database/title/re-birth,Gay,no_explicit_named_character_pattern
RE:BURN,2019,https://representme.charity/projects/queer/database/title/re-burn,Nonbinary / non-conforming,no_explicit_named_character_pattern
Re-telling,2018,https://representme.charity/projects/queer/database/title/re-telling,Other,no_explicit_named_character_pattern
Read Only Memories,2015,https://representme.charity/projects/queer/database/title/read-only-memories,Nonbinary / non-conforming; Lesbian,no_explicit_named_character_pattern
/reality,2017,https://representme.charity/projects/queer/database/title/reality,Nonbinary / non-conforming; Gay,no_explicit_named_character_pattern
Rebuild 3,2015,https://representme.charity/projects/queer/database/title/rebuild-,Gay; Lesbian,no_explicit_named_character_pattern
Recipe for Love,2017,https://representme.charity/projects/queer/database/title/recipe-for-love,Gay,no_explicit_named_character_pattern
Red and Beauty,2017,https://representme.charity/projects/queer/database/title/red-and-beauty,Gay,no_explicit_named_character_pattern
Red Dead Redemption,2010,https://representme.charity/projects/queer/database/title/red-dead-redemption,Bisexual / plurisexual; Lesbian,no_explicit_named_character_pattern
Red Embrace,2018,https://representme.charity/projects/queer/database/title/red-embrace,Gay,no_explicit_named_character_pattern
"Red Sisters, Black Sky",2017,https://representme.charity/projects/queer/database/title/red-sisters-black-sky,Lesbian,no_explicit_named_character_pattern
Red Trees,2019,https://representme.charity/projects/queer/database/title/red-trees,Lesbian; Bisexual / plurisexual; Gay,no_explicit_named_character_pattern
Redshift and Portalmetal,2015,https://representme.charity/projects/queer/database/title/redshift-and-portalmetal,Trans woman,no_explicit_named_character_pattern
Redshirt,2013,https://representme.charity/projects/queer/database/title/redshirt,Playersexual,no_explicit_named_character_pattern
Reflections,2018,https://representme.charity/projects/queer/database/title/reflections,Playersexual; Trans woman; Other,no_explicit_named_character_pattern
Regicide: Tale of the Forgotten Thief,2015,https://representme.charity/projects/queer/database/title/regicide,Lesbian,no_explicit_named_character_pattern
Reigns,2016,https://representme.charity/projects/queer/database/title/reigns,Playersexual; Gay,no_explicit_named_character_pattern
Relations,2018,https://representme.charity/projects/queer/database/title/relations,Gay,no_explicit_named_character_pattern
Remie and Alana,2016,https://representme.charity/projects/queer/database/title/remie-and-alana,Lesbian,no_explicit_named_character_pattern
Reminiscience Overwrite,2019,https://representme.charity/projects/queer/database/title/reminiscience-overwrite,Lesbian,no_explicit_named_character_pattern
Remothered: Tormented Fathers,2018,https://representme.charity/projects/queer/database/title/remothered-tormented-fathers,Trans man,no_explicit_named_character_pattern
Renowned Explorers,2015,https://representme.charity/projects/queer/database/title/renowned-explorers,Lesbian,no_explicit_named_character_pattern
Replicant or Lesbian,2017,https://representme.charity/projects/queer/database/title/replicant-or-lesbian,Lesbian,no_explicit_named_character_pattern
Requiescence,2016,https://representme.charity/projects/queer/database/title/requiescence,Gay,no_explicit_named_character_pattern
Resident Evil series,1996 – 2016,https://representme.charity/projects/queer/database/title/resident-evil-series,Cross-dressing; Gay; Nonbinary / non-conforming,aggregate_page_requires_game_version
Resonance of Fate,2010,https://representme.charity/projects/queer/database/title/resonance-of-fate,Bisexual / plurisexual; Gay,no_explicit_named_character_pattern
Return of the Phantom,1993,https://representme.charity/projects/queer/database/title/return-of-the-phantom,Gay,no_explicit_named_character_pattern
Revelation Online,2017,https://representme.charity/projects/queer/database/title/revelation-online,Playersexual; Other,no_explicit_named_character_pattern
Rex Nebular and the Cosmic Gender Bender,1992,https://representme.charity/projects/queer/database/title/rex-nebular,Trans woman; Trans man,no_explicit_named_character_pattern
RimWorld,2016,https://representme.charity/projects/queer/database/title/rimworld,Playersexual; Bisexual / plurisexual; Gay; Lesbian,no_explicit_named_character_pattern
Rinse and Repeat,2015,https://representme.charity/projects/queer/database/title/rinse-and-repeat,Gay,no_explicit_named_character_pattern
Rise of the Bloodmoon Curse,2015,https://representme.charity/projects/queer/database/title/rise-of-the-bloodmoon-curse,Lesbian,no_explicit_named_character_pattern
Rise of the Dragon,1990,https://representme.charity/projects/queer/database/title/rise-of-the-dragon,Trans woman; Trans man; Gay,no_explicit_named_character_pattern
Rising Angels series,2013 – 2017,https://representme.charity/projects/queer/database/title/rising-angels-series,Bisexual / plurisexual; Playersexual; Lesbian,aggregate_page_requires_game_version
Ristorante Amore,2012,https://representme.charity/projects/queer/database/title/ristorante-amore,Playersexual; Gay,no_explicit_named_character_pattern
Ritual of the Moon,2019,https://representme.charity/projects/queer/database/title/ritual-of-the-moon,Lesbian,no_explicit_named_character_pattern
Road Not Taken,2014,https://representme.charity/projects/queer/database/title/road-not-taken,Nonbinary / non-conforming; Playersexual,no_explicit_named_character_pattern
Robo-Tea series,2015 – 2017,https://representme.charity/projects/queer/database/title/robo-tea-series,Nonbinary / non-conforming; Playersexual; Polyamory,aggregate_page_requires_game_version
Robot Consciousness,2017,https://representme.charity/projects/queer/database/title/robot-consciousness,Lesbian; Other,no_explicit_named_character_pattern
Robots Need Love Too,2014,https://representme.charity/projects/queer/database/title/robots-need-love-too,Nonbinary / non-conforming,no_explicit_named_character_pattern
Rock Band series,2007 – 2015,https://representme.charity/projects/queer/database/title/rock-band,Gay; Other,aggregate_page_requires_game_version
Rogue Legacy,2013,https://representme.charity/projects/queer/database/title/rogue-legacy,Gay; Lesbian,no_explicit_named_character_pattern
Roguemance,2018,https://representme.charity/projects/queer/database/title/roguemance,Playersexual,no_explicit_named_character_pattern
Rolemaster: Shadow World,1987,https://representme.charity/projects/queer/database/title/rolemaster-shadow-world,Gay; Other,no_explicit_named_character_pattern
Romance Detective,2014,https://representme.charity/projects/queer/database/title/romance-detective,Lesbian,no_explicit_named_character_pattern
Romancing of Heroes: Boys' Side,2018,https://representme.charity/projects/queer/database/title/romancing-of-heroes-boys-side,Gay,no_explicit_named_character_pattern
Roommates,2014,https://representme.charity/projects/queer/database/title/roommates,Playersexual; Bisexual / plurisexual,no_explicit_named_character_pattern
Rose Seed Minigame,2018,https://representme.charity/projects/queer/database/title/rose-seed-minigame,Asexual / aromantic; Lesbian; Other,no_explicit_named_character_pattern
Rosewater,2016,https://representme.charity/projects/queer/database/title/rosewater,Lesbian,no_explicit_named_character_pattern
Roundabout,2014,https://representme.charity/projects/queer/database/title/roundabout,Lesbian,no_explicit_named_character_pattern
routine,2018,https://representme.charity/projects/queer/database/title/routine,Nonbinary / non-conforming,no_explicit_named_character_pattern
